NewNameID,Description,Parm.Code,Result.Type,Analysis.Type,Sample.Unit.Group,Sample.Unit,CAS
5254 - Nitzschia sinuata,"Common name: none, EMS Code(s): N.SINU, EMS Name(s): Nitzschia sinuata",N.SINU,Numeric,Biological,Count,,
5265 - Nitzschia angustata,"Common name: none, EMS Code(s): N.ANGU, EMS Name(s): Nitzschia angustata",N.ANGU,Numeric,Biological,Count,,
5303 - Hantzschia,"Common name: none, EMS Code(s): HANTZS, EMS Name(s): Hantzschia",HANTZS,Numeric,Biological,Count,,
5319 - Denticula,"Common name: none, EMS Code(s): DENTIC, EMS Name(s): Denticula",DENTIC,Numeric,Biological,Count,,
5331 - Surirella,"Common name: none, EMS Code(s): SURIRE, S.OVOO, EMS Name(s): Surirella, Surirella ovata/ovalis","SURIRE, S.OVOO",Numeric,Biological,Count,,
5348 - Surirella ovalis,"Common name: none, EMS Code(s): S.OVAL, EMS Name(s): Surirella ovalis",S.OVAL,Numeric,Biological,Count,,
5357 - Surirella robusta,"Common name: none, EMS Code(s): S.ROBU, EMS Name(s): Surirella robusta",S.ROBU,Numeric,Biological,Count,,
5381 - Surirella linearis,"Common name: none, EMS Code(s): S.LINA, EMS Name(s): Surirella linearis",S.LINA,Numeric,Biological,Count,,
5394 - Surirella angusta,"Common name: none, EMS Code(s): S.ANGU, EMS Name(s): Surirella angusta",S.ANGU,Numeric,Biological,Count,,
53963 - Platyhelminthes,"Common name: flatworms, EMS Code(s): PLATYH, EMS Name(s): Platyhelminthes",PLATYH,Numeric,Biological,Count,,
53964 - Turbellaria,"Common name: none, EMS Code(s): TURBEL, EMS Name(s): Turbellaria",TURBEL,Numeric,Biological,Count,,
5399 - Surirella angustata,"Common name: none, EMS Code(s): S.ANGA, EMS Name(s): Surirella angustata",S.ANGA,Numeric,Biological,Count,,
5401 - Campylodiscus,"Common name: none, EMS Code(s): CAMPYL, CAMPMS, EMS Name(s): Campylodiscus, Campylomonas sp. ","CAMPYL, CAMPMS",Numeric,Biological,Count,,
5414 - Chlorophyta,"Common name: green algae, EMS Code(s): CHL.CO, CHL.UN, U.C.BC, U.C.CO, U.C.FI, U.C.FL, U.C.UN, UIDCHP, UIDCTF, UID.CU, EMS Name(s): Chlorophyte colonia, Chlorophyte unicellular, UID Chlorophyta - basal cells, UID Chlorophyta - colonial, UID Chlorophyta - filamentous, UID Chlorophyta - flagellate, UID Chlorophyta - unicellular, UID Chlorophyte, UID Chlorophyte flagellate, UID Chlorophyte unicellular","CHL.CO, CHL.UN, U.C.BC, U.C.CO, U.C.FI, U.C.FL, U.C.UN, UIDCHP, UIDCTF, UID.CU",Numeric,Biological,Count,,
5424 - Brachiomonas,"Common name: none, EMS Code(s): BRANAS, EMS Name(s): Brachiomonas",BRANAS,Numeric,Biological,Count,,
5448 - Chlamydomonas,"Common name: none, EMS Code(s): CHLAMY, EMS Name(s): Chlamydomonas",CHLAMY,Numeric,Biological,Count,,
54503 - Dugesia,"Common name: none, EMS Code(s): DUGESI, EMS Name(s): Dugesia",DUGESI,Numeric,Biological,Count,,
54510 - Polycelis,"Common name: none, EMS Code(s): POLCEL, EMS Name(s): Polycelis",POLCEL,Numeric,Biological,Count,,
54512 - Polycelis coronata,"Common name: none, EMS Code(s): P.CORO, EMS Name(s): Polycelis coronata",P.CORO,Numeric,Biological,Count,,
550191 - Ascaphidae,"Common name: none, EMS Code(s): ASCAPH, EMS Name(s): Ascaphidae",ASCAPH,Numeric,Biological,Count,,
553091 - Hydrozetidae,"Common name: none, EMS Code(s): HYDRZE, EMS Name(s): Hydrozetidae",HYDRZE,Numeric,Biological,Count,,
553094 - Hydrozetes,"Common name: none, EMS Code(s): HYDZET, EMS Name(s): Hydrozetes",HYDZET,Numeric,Biological,Count,,
555631 - Synedra delicatissima,"Common name: none, EMS Code(s): S.DELI, S.DILA, EMS Name(s): Synedra delicatissima, Synedra dilatata","S.DELI, S.DILA",Numeric,Biological,Count,,
5561 - Scourfieldia,"Common name: none, EMS Code(s): SCOURF, EMS Name(s): Scourfieldia",SCOURF,Numeric,Biological,Count,,
5573 - Gonium,"Common name: none, EMS Code(s): GONIUM, EMS Name(s): Gonium",GONIUM,Numeric,Biological,Count,,
5575 - Gonium sociale,"Common name: none, EMS Code(s): G.SOCI, EMS Name(s): Gonium sociale",G.SOCI,Numeric,Biological,Count,,
557752 - Hirundinea,"Common name: none, EMS Code(s): HIRUND, EMS Name(s): Hirundinea",HIRUND,Numeric,Biological,Count,,
5578 - Pandorina,"Common name: none, EMS Code(s): PANDOR, EMS Name(s): Pandorina",PANDOR,Numeric,Biological,Count,,
5580 - Pandorina morum,"Common name: none, EMS Code(s): P.MORU, EMS Name(s): Pandorina morum",P.MORU,Numeric,Biological,Count,,
5582 - Volvox,"Common name: none, EMS Code(s): VOLVOX, EMS Name(s): Volvox",VOLVOX,Numeric,Biological,Count,,
5594 - Pleodorina,"Common name: none, EMS Code(s): PLEODO, EMS Name(s): Pleodorina sp.",PLEODO,Numeric,Biological,Count,,
5597 - Eudorina,"Common name: none, EMS Code(s): EUDORI, EMS Name(s): Eudorina",EUDORI,Numeric,Biological,Count,,
5598 - Eudorina elegans,"Common name: none, EMS Code(s): E.ELEG, EMS Name(s): Eudorina elegans",E.ELEG,Numeric,Biological,Count,,
5648 - Chlorococcum,"Common name: none, EMS Code(s): CHLO, EMS Name(s): Chlorococcum",CHLO,Numeric,Biological,Count,,
5656 - Schroederia,"Common name: none, EMS Code(s): SCHROE, EMS Name(s): Schroederia",SCHROE,Numeric,Biological,Count,,
5657 - Schroederia setigera,"Common name: none, EMS Code(s): S.SETI, EMS Name(s): Schroederia setigera",S.SETI,Numeric,Biological,Count,,
565873 - Festuca ovina,"Common name: none, EMS Code(s): F.OVIN, EMS Name(s): Festuca ovina",F.OVIN,Numeric,Biological,Count,,
5660 - Schroederia judayi,"Common name: none, EMS Code(s): S.JUDA, EMS Name(s): Schroederia judayi",S.JUDA,Numeric,Biological,Count,,
5661 - Tetraedron,"Common name: none, EMS Code(s): TETRAE, EMS Name(s): Tetraedron",TETRAE,Numeric,Biological,Count,,
5662 - Tetraedron trigonum,"Common name: none, EMS Code(s): T.TRIG, EMS Name(s): Tetraedron trigonum",T.TRIG,Numeric,Biological,Count,,
5670 - Tetraedron minimum,"Common name: none, EMS Code(s): T.MINI, EMS Name(s): Tetraedron minimum",T.MINI,Numeric,Biological,Count,,
5678 - Tetraedron regulare,"Common name: none, EMS Code(s): TETRAR, EMS Name(s): Tetraedron regulare",TETRAR,Numeric,Biological,Count,,
568544 - Ameletidae,"Common name: none, EMS Code(s): AMELE, EMS Name(s): Ameletidae",AMELE,Numeric,Biological,Count,,
568545 - Leptohyphidae,"Common name: none, EMS Code(s): LEPTOH, EMS Name(s): Leptohyphidae",LEPTOH,Numeric,Biological,Count,,
568546 - Acerpenna,"Common name: none, EMS Code(s): ACERPS, EMS Name(s): Acerpenna sp.",ACERPS,Numeric,Biological,Count,,
568550 - Diphetor,"Common name: none, EMS Code(s): DIPHET, EMS Name(s): Diphetor",DIPHET,Numeric,Biological,Count,,
568551 - Fallceon,"Common name: none, EMS Code(s): FALLCE, EMS Name(s): Fallceon",FALLCE,Numeric,Biological,Count,,
568572 - Acentrella insignificans,"Common name: none, EMS Code(s): A.INSI, EMS Name(s): Acentrella insignificans",A.INSI,Numeric,Biological,Count,,
568574 - Acentrella turbida,"Common name: none, EMS Code(s): A.TURB, EMS Name(s): Acentrella turbida",A.TURB,Numeric,Biological,Count,,
568598 - Diphetor hageni,"Common name: none, EMS Code(s): D.HAGE, EMS Name(s): Diphetor hageni",D.HAGE,Numeric,Biological,Count,,
568601 - Fallceon quilleri,"Common name: none, EMS Code(s): FALL.Q, EMS Name(s): Fallceon quilleri",FALL.Q,Numeric,Biological,Count,,
568731 - Yoraperla siletz,"Common name: none, EMS Code(s): Y.SILE, EMS Name(s): Yoraperla siletz",Y.SILE,Numeric,Biological,Count,,
568757 - Uenoidae,"Common name: none, EMS Code(s): UENOID, EMS Name(s): Uenoidae",UENOID,Numeric,Biological,Count,,
568780 - Nyctiophylax (Paranyctiophylax),"Common name: none, EMS Code(s): PARANY, EMS Name(s): Paranyctiophylax",PARANY,Numeric,Biological,Count,,
568826 - Stictotarsus,"Common name: none, EMS Code(s): STICTR, EMS Name(s): Stictotarsus",STICTR,Numeric,Biological,Count,,
568832 - Clitellata,"Common name: earthworms, EMS Code(s): CLITEL, OLIGOC, EMS Name(s): Clitellata, Oligochaeta","CLITEL, OLIGOC",Numeric,Biological,Count,,
5691 - Tetraedron caudatum,"Common name: none, EMS Code(s): T.CAUD, EMS Name(s): Tetraedron caudatum",T.CAUD,Numeric,Biological,Count,,
5695 - Tetraedron hastatum,"Common name: none, EMS Code(s): T.HAST, EMS Name(s): Tetraedron hastatum",T.HAST,Numeric,Biological,Count,,
5709 - Tetraedron constrictum,"Common name: none, EMS Code(s): T.CONS, EMS Name(s): Tetraedron constrictum",T.CONS,Numeric,Biological,Count,,
572705 - Aglaodiaptomus,"Common name: none, EMS Code(s): AGLAO, EMS Name(s): Aglaodiaptomus",AGLAO,Numeric,Biological,Count,,
572734 - Macrocyclops fuscus,"Common name: none, EMS Code(s): M.FUCU, EMS Name(s): Macrocyclops cf fucus",M.FUCU,Numeric,Biological,Count,,
5756 - Characium,"Common name: none, EMS Code(s): CHARCI, EMS Name(s): Characium",CHARCI,Numeric,Biological,Count,,
57577 - Prostoma,"Common name: none, EMS Code(s): PROST, EMS Name(s): Prostoma",PROST,Numeric,Biological,Count,,
57597 - Gastrotricha,"Common name: gastrotrichs, EMS Code(s): GASTRO, EMS Name(s): Gastrotricha",GASTRO,Numeric,Biological,Count,,
5788 - Ankyra,"Common name: none, EMS Code(s): ANKYRA, EMS Name(s): Ankyra",ANKYRA,Numeric,Biological,Count,,
5800 - Phyllobium,"Common name: none, EMS Code(s): PHYLLB, EMS Name(s): Phyllobium",PHYLLB,Numeric,Biological,Count,,
5811 - Chlorella,"Common name: none, EMS Code(s): CHLORE, UIDCOR, EMS Name(s): Chlorella, UID Chlorella","CHLORE, UIDCOR",Numeric,Biological,Count,,
58239 - Rotifera,"Common name: rotifers, EMS Code(s): UID RO, ROTIFE, EMS Name(s): UID Rotifera, Rotifera","UID RO, ROTIFE",Numeric,Biological,Count,,
58246 - Bdelloidea,"Common name: none, EMS Code(s): BDELLO, EMS Name(s): Bdelloidea",BDELLO,Numeric,Biological,Count,,
58267 - Rotaria,"Common name: none, EMS Code(s): ROTARI, EMS Name(s): Rotaria",ROTARI,Numeric,Biological,Count,,
5827 - Oocystis,"Common name: none, EMS Code(s): OOCYST, EMS Name(s): Oocystis",OOCYST,Numeric,Biological,Count,,
5830 - Oocystis submarina,"Common name: none, EMS Code(s): O.SUBM, EMS Name(s): Oocystis submarina",O.SUBM,Numeric,Biological,Count,,
58327 - Adinetidae,"Common name: none, EMS Code(s): ADINOT, EMS Name(s): Adinotaenium",ADINOT,Numeric,Biological,Count,,
5833 - Oocystis borgei,"Common name: none, EMS Code(s): O.BORG, EMS Name(s): Oocystis borgei",O.BORG,Numeric,Biological,Count,,
58343 - Ploima,"Common name: none, EMS Code(s): PLOIMI, EMS Name(s): Ploimida",PLOIMI,Numeric,Biological,Count,,
58344 - Brachionidae,"Common name: none, EMS Code(s): BRACHI, EMS Name(s): Brachionidae",BRACHI,Numeric,Biological,Count,,
58345 - Euchlanidae,"Common name: none, EMS Code(s): EUCHLA, EMS Name(s): Euchlanidae",EUCHLA,Numeric,Biological,Count,,
58348 - Keratella,"Common name: none, EMS Code(s): KERATE, EMS Name(s): Keratella",KERATE,Numeric,Biological,Count,,
58352 - Keratella quadrata,"Common name: none, EMS Code(s): K.QUAD, EMS Name(s): Keratella quadrata",K.QUAD,Numeric,Biological,Count,,
58360 - Keratella cochlearis,"Common name: none, EMS Code(s): K.COCH, EMS Name(s): Keratella cochlearis",K.COCH,Numeric,Biological,Count,,
5837 - Oocystis lacustris,"Common name: none, EMS Code(s): O.LACU, EMS Name(s): Oocystis lacustris",O.LACU,Numeric,Biological,Count,,
5838 - Oocystis parva,"Common name: none, EMS Code(s): O.PARV, EMS Name(s): Oocystis parva",O.PARV,Numeric,Biological,Count,,
58384 - Keratella serrulata,"Common name: none, EMS Code(s): K.SERR, EMS Name(s): Keratella serrulata",K.SERR,Numeric,Biological,Count,,
58396 - Notholca,"Common name: none, EMS Code(s): NOTHOL, EMS Name(s): Notholca",NOTHOL,Numeric,Biological,Count,,
58399 - Notholca acuminata,"Common name: none, EMS Code(s): N.ACUM, EMS Name(s): Notholca cf. Acuminate",N.ACUM,Numeric,Biological,Count,,
58403 - Notholca squamula,"Common name: none, EMS Code(s): N.SQUA, EMS Name(s): Notholca squamula",N.SQUA,Numeric,Biological,Count,,
58434 - Brachionus,"Common name: none, EMS Code(s): BRAION, EMS Name(s): Brachionus",BRAION,Numeric,Biological,Count,,
58438 - Brachionus calyciflorus,"Common name: none, EMS Code(s): B.CALY, EMS Name(s): Brachionus cf calyciflorus",B.CALY,Numeric,Biological,Count,,
5845 - Oocystis pusilla,"Common name: none, EMS Code(s): O.PUSI, EMS Name(s): Oocystis pusilla",O.PUSI,Numeric,Biological,Count,,
5846 - Oocystis solitaria,"Common name: none, EMS Code(s): O.SOLI, EMS Name(s): Oocystis solitaria",O.SOLI,Numeric,Biological,Count,,
58469 - Brachionus patulus,"Common name: none, EMS Code(s): B.PATU, EMS Name(s): Brachionus patulus",B.PATU,Numeric,Biological,Count,,
58485 - Kellicottia,"Common name: none, EMS Code(s): KELLIC, EMS Name(s): Kellicottia",KELLIC,Numeric,Biological,Count,,
58486 - Kellicottia longispina,"Common name: none, EMS Code(s): K.LONG, EMS Name(s): Kellicottia longispina",K.LONG,Numeric,Biological,Count,,
58488 - Lepadella,"Common name: none, EMS Code(s): LEPAD, EMS Name(s): Lepadella",LEPAD,Numeric,Biological,Count,,
58526 - Anuraeopsis fissa,"Common name: none, EMS Code(s): A.FISS, EMS Name(s): Anuraeopsis fissa",A.FISS,Numeric,Biological,Count,,
58535 - Lophocharis,"Common name: none, EMS Code(s): LOPHOC, EMS Name(s): Lophocharis",LOPHOC,Numeric,Biological,Count,,
58559 - Platyias,"Common name: none, EMS Code(s): PLAT.S, EMS Name(s): Platyias sp",PLAT.S,Numeric,Biological,Count,,
58563 - Platyias quadricornis,"Common name: none, EMS Code(s): P.QUAD, EMS Name(s): Platyias quadricornis",P.QUAD,Numeric,Biological,Count,,
58564 - Trichotria,"Common name: none, EMS Code(s): TRIRIA, EMS Name(s): Trichotria",TRIRIA,Numeric,Biological,Count,,
58578 - Euchlanis,"Common name: none, EMS Code(s): EUCHL, EMS Name(s): Euchlanis",EUCHL,Numeric,Biological,Count,,
58634 - Lecane,"Common name: none, EMS Code(s): LECANE, EMS Name(s): Lecane",LECANE,Numeric,Biological,Count,,
5866 - Chodatella,"Common name: none, EMS Code(s): CHODAT, EMS Name(s): Chodatella",CHODAT,Numeric,Biological,Count,,
5868 - Lagerheimia quadriseta,"Common name: none, EMS Code(s): LAGERQ, EMS Name(s): Lagerheimia quadriseta",LAGERQ,Numeric,Biological,Count,,
58747 - Monostyla,"Common name: none, EMS Code(s): MONOST, EMS Name(s): Monostyla",MONOST,Numeric,Biological,Count,,
5877 - Ankistrodesmus,"Common name: none, EMS Code(s): ANKIS, EMS Name(s): Ankistrodesmus",ANKIS,Numeric,Biological,Count,,
5878 - Ankistrodesmus falcatus,"Common name: none, EMS Code(s): A.FAL, EMS Name(s): Ankistrodesmus falcatus",A.FAL,Numeric,Biological,Count,,
58783 - Notommatidae,"Common name: none, EMS Code(s): NOTOMM, EMS Name(s): Notommatidae",NOTOMM,Numeric,Biological,Count,,
58819 - Cephalodella,"Common name: none, EMS Code(s): CEPHAL, EMS Name(s): Cephalodella",CEPHAL,Numeric,Biological,Count,,
5889 - Ankistrodesmus spiralis,"Common name: none, EMS Code(s): A.SPI, EMS Name(s): Ankistrodesmus spiralis",A.SPI,Numeric,Biological,Count,,
5895 - Kirchneriella,"Common name: none, EMS Code(s): KIRCHN, EMS Name(s): Kirchneriella",KIRCHN,Numeric,Biological,Count,,
5901 - Kirchneriella obesa,"Common name: none, EMS Code(s): KIRCHO, EMS Name(s): Kirchneriella obtusa",KIRCHO,Numeric,Biological,Count,,
59074 - Trichocerca,"Common name: none, EMS Code(s): TRICH, EMS Name(s): Trichocerca",TRICH,Numeric,Biological,Count,,
590774 - Pleurosigmataceae,"Common name: none, EMS Code(s): PLE/GY, EMS Name(s): Pleurosigma/Gyrosigma",PLE/GY,Numeric,Biological,Count,,
590782 - Stephanodiscaceae,"Common name: none, EMS Code(s): CYCSTE, EMS Name(s): Cyclotella/Stephanodiscus",CYCSTE,Numeric,Biological,Count,,
590787 - Fragilariaceae,"Common name: none, EMS Code(s): F.SYNG, F.SYNE, EMS Name(s): Fragilaria / Synedra, Fragilaria / Synedra sp.","F.SYNG, F.SYNE",Numeric,Biological,Count,,
590825 - Anomoeoneis,"Common name: none, EMS Code(s): ANOMOE, EMS Name(s): Anomoeoneis",ANOMOE,Numeric,Biological,Count,,
590826 - Fragilariforma,"Common name: none, EMS Code(s): FLAGIL, EMS Name(s): Fragilariforma",FLAGIL,Numeric,Biological,Count,,
590835 - Placoneis,"Common name: none, EMS Code(s): PLACON, EMS Name(s): Placoneis",PLACON,Numeric,Biological,Count,,
590843 - Urosolenia,"Common name: none, EMS Code(s): R.ER/L, RHIZOS, EMS Name(s): Rhizosolenia eriensis/longiseta, Rhizosolenia","R.ER/L, RHIZOS",Numeric,Biological,Count,,
590847 - Luticola,"Common name: none, EMS Code(s): LUTICO, EMS Name(s): Luticola",LUTICO,Numeric,Biological,Count,,
590848 - Staurosira,"Common name: none, EMS Code(s): STAUR, EMS Name(s): Staurosira",STAUR,Numeric,Biological,Count,,
590849 - Craticula,"Common name: none, EMS Code(s): CRATIC, EMS Name(s): Craticula",CRATIC,Numeric,Biological,Count,,
590863 - Aulacoseira,"Common name: none, EMS Code(s): AULAC, EMS Name(s): Aulacoseira",AULAC,Numeric,Biological,Count,,
590864 - Achnanthidium,"Common name: none, EMS Code(s): ACHNAD, EMS Name(s): Achnanthidium",ACHNAD,Numeric,Biological,Count,,
5909 - Planktosphaeria,"Common name: none, EMS Code(s): PLANKT, EMS Name(s): Planktosphaeria",PLANKT,Numeric,Biological,Count,,
590900 - Urosolenia eriensis,"Common name: none, EMS Code(s): U.ERIE, R.ERIE, EMS Name(s): Urosolenia eriensis, Rhizosolenia eriensis","U.ERIE, R.ERIE",Numeric,Biological,Count,,
590901 - Urosolenia longiseta,"Common name: none, EMS Code(s): R.LONG, EMS Name(s): Rhizosolenia longistea",R.LONG,Numeric,Biological,Count,,
590903 - Gomphonema geminata,"Common name: none, EMS Code(s): G.GEMI, EMS Name(s): Gomphonema geminata",G.GEMI,Numeric,Biological,Count,,
590928 - Surirella brebissonii,"Common name: none, EMS Code(s): S.BREB, EMS Name(s): Surirella brebissoni",S.BREB,Numeric,Biological,Count,,
59093 - Trichocerca elongata,"Common name: none, EMS Code(s): T.ELON, EMS Name(s): Trichocerca elongatum",T.ELON,Numeric,Biological,Count,,
591007 - Gomphonema herculeanum,"Common name: none, EMS Code(s): G.HERC, EMS Name(s): Gomphonema herculeanum",G.HERC,Numeric,Biological,Count,,
591048 - Fragilaria parasitica,"Common name: none, EMS Code(s): F.PARA, EMS Name(s): Fragilaria parasitica",F.PARA,Numeric,Biological,Count,,
591063 - Cymbella lacustris,"Common name: none, EMS Code(s): C.LACU, EMS Name(s): Cymbella lacustris",C.LACU,Numeric,Biological,Count,,
591064 - Cymbella caespitosa,"Common name: none, EMS Code(s): C.CAES, EMS Name(s): Cymbella caespitose",C.CAES,Numeric,Biological,Count,,
591118 - Cocconeis neodiminuta,"Common name: none, EMS Code(s): C.NEOD, EMS Name(s): Cocconeis neodiminuta",C.NEOD,Numeric,Biological,Count,,
591142 - Cavinula scutelloides,"Common name: none, EMS Code(s): CAVINS, EMS Name(s): Cavinula scutelloides",CAVINS,Numeric,Biological,Count,,
591164 - Achnanthidium minutissimum,"Common name: none, EMS Code(s): ACHMIN, A.MSAP, EMS Name(s): Achnanthidium minutissimum, Achnanthidium minutissimum var. saprophilum","ACHMIN, A.MSAP",Numeric,Biological,Count,,
591175 - Achnanthes joursacense,"Common name: none, EMS Code(s): ACHNJO, EMS Name(s): Achnanthes joursacense",ACHNJO,Numeric,Biological,Count,,
591186 - Cavinula jaernefeltii,"Common name: none, EMS Code(s): CAVINJ, EMS Name(s): Cavinula jaernefeltii",CAVINJ,Numeric,Biological,Count,,
591201 - Brachysira vitrea,"Common name: none, EMS Code(s): A.VITR, EMS Name(s): Anomoeoneis vitrea",A.VITR,Numeric,Biological,Count,,
591234 - Gomphonema apuncto,"Common name: none, EMS Code(s): G.APUN, EMS Name(s): Gomphonema apuncto",G.APUN,Numeric,Biological,Count,,
591262 - Gomphoneis geitleri,"Common name: none, EMS Code(s): G.GEIT, EMS Name(s): Gomphoneis geitleri",G.GEIT,Numeric,Biological,Count,,
591271 - Ellerbeckia arenaria,"Common name: none, EMS Code(s): ELLERB, EMS Name(s): Ellerbeckia arenaria",ELLERB,Numeric,Biological,Count,,
591283 - Didymosphenia geminata,"Common name: none, EMS Code(s): D.GEMI, EMS Name(s): Didymosphenia geminata",D.GEMI,Numeric,Biological,Count,,
591291 - Epithemia adnata,"Common name: none, EMS Code(s): EPITHA, EMS Name(s): Epithemia adanata",EPITHA,Numeric,Biological,Count,,
591292 - Epithemia emarginata,"Common name: none, EMS Code(s): E.EMAR, EMS Name(s): Epithemia emarginata",E.EMAR,Numeric,Biological,Count,,
591308 - Navicula sigma,"Common name: none, EMS Code(s): N.SIGM, EMS Name(s): Navicula sigmoidea",N.SIGM,Numeric,Biological,Count,,
591338 - Navicula cryptotenella,"Common name: none, EMS Code(s): N.CRYP, EMS Name(s): Navicula cryptonella",N.CRYP,Numeric,Biological,Count,,
591352 - Navicula reinhardtii,"Common name: none, EMS Code(s): N.REIN, EMS Name(s): Navicula reinhardtii",N.REIN,Numeric,Biological,Count,,
591359 - Navicula capitatoradiata,"Common name: none, EMS Code(s): N.CAPD, EMS Name(s): Navicula capitatoradiata",N.CAPD,Numeric,Biological,Count,,
591421 - Planothidium lanceolatum,"Common name: none, EMS Code(s): PLANLA, EMS Name(s): Planothidium lanceolatum",PLANLA,Numeric,Biological,Count,,
591440 - Martyana martyi,"Common name: none, EMS Code(s): O.MART, EMS Name(s): Opephora martyi",O.MART,Numeric,Biological,Count,,
591481 - Craticula halophila,"Common name: none, EMS Code(s): CRATHA, EMS Name(s): Craticula halophila",CRATHA,Numeric,Biological,Count,,
591483 - Aulacoseira italica,"Common name: none, EMS Code(s): M.ITAL, EMS Name(s): Melosira italica",M.ITAL,Numeric,Biological,Count,,
591530 - Eunotia robusta var. tetraedon,"Common name: none, EMS Code(s): E.ROBU, EMS Name(s): Eunotia robusta",E.ROBU,Numeric,Biological,Count,,
59167 - Ascomorpha,"Common name: none, EMS Code(s): ASCOMO, EMS Name(s): Ascomorpha",ASCOMO,Numeric,Biological,Count,,
59169 - Ascomorpha ecaudis,"Common name: none, EMS Code(s): A.ECAU, EMS Name(s): Ascomorpha ecaudis",A.ECAU,Numeric,Biological,Count,,
59175 - Gastropus,"Common name: none, EMS Code(s): GASPUS, EMS Name(s): Gastropus",GASPUS,Numeric,Biological,Count,,
59182 - Dicranophoridae,"Common name: none, EMS Code(s): DICRAN, EMS Name(s): Dicranophoridae",DICRAN,Numeric,Biological,Count,,
5919 - Treubaria,"Common name: none, EMS Code(s): TREUBA, EMS Name(s): Treubaria",TREUBA,Numeric,Biological,Count,,
5921 - Treubaria setigerum,"Common name: none, EMS Code(s): T.SETI, EMS Name(s): Treubaria setigerum",T.SETI,Numeric,Biological,Count,,
59234 - Asplanchnidae,"Common name: none, EMS Code(s): ASPLAN, EMS Name(s): Asplanchnidae",ASPLAN,Numeric,Biological,Count,,
59235 - Asplanchna,"Common name: none, EMS Code(s): ASPLA, EMS Name(s): Asplanchna",ASPLA,Numeric,Biological,Count,,
59245 - Asplanchnopus,"Common name: none, EMS Code(s): ASPPUS, EMS Name(s): Asplanchnopus",ASPPUS,Numeric,Biological,Count,,
59251 - Harringia,"Common name: none, EMS Code(s): HARRIN, EMS Name(s): Harringia",HARRIN,Numeric,Biological,Count,,
59254 - Synchaetidae,"Common name: none, EMS Code(s): SYNCHA, EMS Name(s): Synchaetidae",SYNCHA,Numeric,Biological,Count,,
59255 - Synchaeta,"Common name: none, EMS Code(s): SYNCH, EMS Name(s): Synchaeta",SYNCH,Numeric,Biological,Count,,
59259 - Synchaeta pectinata,"Common name: none, EMS Code(s): S.PECT, EMS Name(s): Synchaeta cf. pectinata",S.PECT,Numeric,Biological,Count,,
5926 - Closteriopsis,"Common name: none, EMS Code(s): CLOSPS, EMS Name(s): Closteriopsis",CLOSPS,Numeric,Biological,Count,,
59261 - Synchaeta oblonga,"Common name: none, EMS Code(s): S.OBLO, EMS Name(s): Synchaeta cf. oblonga",S.OBLO,Numeric,Biological,Count,,
5927 - Closteriopsis longissima,"Common name: none, EMS Code(s): C.LON, EMS Name(s): Closteriopsis longissima",C.LON,Numeric,Biological,Count,,
59270 - Polyarthra,"Common name: none, EMS Code(s): POLYA, EMS Name(s): Polyarthra",POLYA,Numeric,Biological,Count,,
59275 - Polyarthra major,"Common name: none, EMS Code(s): P.CFM, EMS Name(s): Polyarthra cf. major",P.CFM,Numeric,Biological,Count,,
59277 - Polyarthra vulgaris,"Common name: none, EMS Code(s): P.VULG, EMS Name(s): Polyarthra vulgaris",P.VULG,Numeric,Biological,Count,,
59282 - Ploesoma,"Common name: none, EMS Code(s): PLOEMA, EMS Name(s): Ploesoma",PLOEMA,Numeric,Biological,Count,,
59291 - Ploesoma hudsoni,"Common name: none, EMS Code(s): P.HUDS, EMS Name(s): Ploesoma hudsoni",P.HUDS,Numeric,Biological,Count,,
59296 - Testudinellidae,"Common name: none, EMS Code(s): TESTUD, EMS Name(s): Testudinellidae",TESTUD,Numeric,Biological,Count,,
59297 - Testudinella,"Common name: none, EMS Code(s): TESDIN, EMS Name(s): Testudinella",TESDIN,Numeric,Biological,Count,,
593042 - Cordulegaster dorsalis,"Common name: Pacific Spiketail, EMS Code(s): CORDDO, EMS Name(s): Cordulegaster dorsalis",CORDDO,Numeric,Biological,Count,,
59322 - Pompholyx,"Common name: none, EMS Code(s): POMPHO, EMS Name(s): Pompholyx",POMPHO,Numeric,Biological,Count,,
59330 - Ptygura,"Common name: none, EMS Code(s): PTYGUR, PTY/CA, EMS Name(s): Ptygura, Ptygura/Callotheca","PTYGUR, PTY/CA",Numeric,Biological,Count,,
59337 - Ptygura libera,"Common name: none, EMS Code(s): P.LIBE, EMS Name(s): Ptygura libera",P.LIBE,Numeric,Biological,Count,,
59350 - Hexarthra,"Common name: none, EMS Code(s): HEXAR, EMS Name(s): Hexarthra",HEXAR,Numeric,Biological,Count,,
5938 - Quadrigula,"Common name: none, EMS Code(s): QUADRI, EMS Name(s): Quadrigula",QUADRI,Numeric,Biological,Count,,
5939 - Quadrigula closteroides,"Common name: none, EMS Code(s): Q.CLOS, EMS Name(s): Quadrigula closteriodes",Q.CLOS,Numeric,Biological,Count,,
5941 - Quadrigula lacustris,"Common name: none, EMS Code(s): Q.LACU, EMS Name(s): Quadrigula lacustris",Q.LACU,Numeric,Biological,Count,,
59411 - Conochilidae,"Common name: none, EMS Code(s): CONOCH, EMS Name(s): Conochilidae",CONOCH,Numeric,Biological,Count,,
59417 - Conochilus,"Common name: none, EMS Code(s): CONOC, EMS Name(s): Conochilus",CONOC,Numeric,Biological,Count,,
